['0', '0.03137254901960784', '3.0']
['84', '0.058823529411764705', '511.0']
['84', '0.06274509803921569', '511.0']
['85', '0.043137254901960784', '19.0']
['85', '0.047058823529411764', '633.0']
['85', '0.050980392156862744', '623.0']
['85', '0.054901960784313725', '563.0']
['85', '0.058823529411764705', '511.0']
['85', '0.06274509803921569', '511.0']
['86', '0.03529411764705882', '27.0']
['86', '0.0392156862745098', '803.0']
['86', '0.043137254901960784', '725.0']
['86', '0.047058823529411764', '511.0']
['86', '0.050980392156862744', '511.0']
['86', '0.054901960784313725', '511.0']
['86', '0.058823529411764705', '511.0']
['86', '0.06274509803921569', '511.0']
['87', '0.027450980392156862', '3.0']
['87', '0.03137254901960784', '951.0']
['87', '0.03529411764705882', '747.0']
['87', '0.0392156862745098', '1023.0']
['87', '0.043137254901960784', '511.0']
['87', '0.047058823529411764', '511.0']
['87', '0.050980392156862744', '511.0']
['87', '0.054901960784313725', '511.0']
['87', '0.058823529411764705', '511.0']
['87', '0.06274509803921569', '511.0']
['88', '0.047058823529411764', '885.0']
['88', '0.050980392156862744', '739.0']
['88', '0.054901960784313725', '765.0']
['88', '0.058823529411764705', '597.0']
['88', '0.06274509803921569', '511.0']
['89', '0.0196078431372549', '19.0']
['89', '0.023529411764705882', '715.0']
['89', '0.027450980392156862', '557.0']
['89', '0.03137254901960784', '511.0']
['89', '0.03529411764705882', '511.0']
['89', '0.0392156862745098', '511.0']
['89', '0.043137254901960784', '511.0']
['89', '0.047058823529411764', '511.0']
['89', '0.050980392156862744', '511.0']
['89', '0.054901960784313725', '511.0']
['89', '0.058823529411764705', '511.0']
['89', '0.06274509803921569', '255.0']
['90', '0.03137254901960784', '1011.0']
['90', '0.03529411764705882', '1053.0']
['90', '0.0392156862745098', '749.0']
['91', '0.03529411764705882', '737.0']
['91', '0.0392156862745098', '1089.0']
['91', '0.043137254901960784', '907.0']
['91', '0.047058823529411764', '1023.0']
['91', '0.050980392156862744', '1023.0']
['91', '0.054901960784313725', '1023.0']
['91', '0.058823529411764705', '1023.0']
['91', '0.06274509803921569', '1023.0']
['92', '0.01568627450980392', '2323.0']
['92', '0.0196078431372549', '1257.0']
['92', '0.023529411764705882', '1023.0']
['92', '0.027450980392156862', '1023.0']
['92', '0.03137254901960784', '511.0']
['92', '0.03529411764705882', '511.0']
['93', '0.027450980392156862', '2021.0']
['93', '0.03137254901960784', '1937.0']
['93', '0.03529411764705882', '1799.0']
['93', '0.0392156862745098', '1883.0']
['93', '0.043137254901960784', '2241.0']
['93', '0.047058823529411764', '1549.0']
['93', '0.050980392156862744', '2047.0']
['93', '0.054901960784313725', '1023.0']
['93', '0.058823529411764705', '1023.0']
['93', '0.06274509803921569', '1023.0']
['94', '0.027450980392156862', '1553.0']
['94', '0.03137254901960784', '1321.0']
['94', '0.03529411764705882', '1065.0']
['94', '0.0392156862745098', '1019.0']
['94', '0.043137254901960784', '1023.0']
['94', '0.047058823529411764', '1023.0']
['94', '0.050980392156862744', '1023.0']
['94', '0.054901960784313725', '1023.0']
['94', '0.058823529411764705', '1023.0']
['94', '0.06274509803921569', '1023.0']
['95', '0.027450980392156862', '1945.0']
['95', '0.03137254901960784', '1721.0']
['95', '0.03529411764705882', '1449.0']
['95', '0.0392156862745098', '2047.0']
['95', '0.043137254901960784', '2047.0']
['95', '0.047058823529411764', '1023.0']
['95', '0.050980392156862744', '1023.0']
['95', '0.054901960784313725', '1023.0']
['95', '0.058823529411764705', '1023.0']
['95', '0.06274509803921569', '253.0']
['96', '0.011764705882352941', '1649.0']
['96', '0.01568627450980392', '1705.0']
['96', '0.0196078431372549', '1105.0']
['96', '0.023529411764705882', '1023.0']
['96', '0.027450980392156862', '5.0']
['97', '0.0392156862745098', '1713.0']
['97', '0.043137254901960784', '1573.0']
['97', '0.047058823529411764', '1879.0']
['97', '0.050980392156862744', '1133.0']
['97', '0.054901960784313725', '1023.0']
['97', '0.058823529411764705', '1023.0']
['97', '0.06274509803921569', '1023.0']
['98', '0.03137254901960784', '27.0']
['98', '0.03529411764705882', '1449.0']
['98', '0.0392156862745098', '907.0']
['98', '0.043137254901960784', '1023.0']
['98', '0.047058823529411764', '1023.0']
['98', '0.050980392156862744', '1023.0']
['98', '0.054901960784313725', '1023.0']
['98', '0.058823529411764705', '1023.0']
['98', '0.06274509803921569', '1023.0']
['99', '0.027450980392156862', '23.0']
['99', '0.03137254901960784', '2063.0']
['99', '0.03529411764705882', '1759.0']
['99', '0.0392156862745098', '1557.0']
['99', '0.043137254901960784', '1923.0']
['99', '0.047058823529411764', '1023.0']
['99', '0.050980392156862744', '1023.0']
['99', '0.054901960784313725', '1023.0']
['99', '0.058823529411764705', '1023.0']
['99', '0.06274509803921569', '1023.0']
